PropertyClass,ZoningCategory,RoadAccessLength,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilityType2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,LowQualityArea,UsableArea,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingCapacity,ParkingQuality,ParkingCondition,DrivewayType,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue,TotalOutdoorArea,TotalSF,TotalBaths,OverallScore,Age,YearsSinceRemodel,Qual_x_GroundSF
90,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,95.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1584,1584,GasA,TA,Y,SBrkr,0,1776,4,2,TA,9,Typ,0,Detchd,1968.0,Unf,3,TA,TA,Y,0,0,7,2009,COD,Abnorml,110000.0,25,2689,3.0,5.0,51,51,8880
20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,281,1056,GasA,Ex,Y,SBrkr,0,1056,3,1,TA,6,Typ,1,Attchd,1968.0,Unf,1,TA,TA,Y,0,0,7,2010,WD,Normal,142000.0,269,1629,2.0,5.5,42,42,5280
30,RL,70.0,10020,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,Unf,333,683,GasA,Gd,N,FuseA,0,904,1,1,Fa,4,Maj1,0,None,,None,0,None,None,Y,0,0,3,2009,WD,Normal,61000.0,0,904,1.5,1.0,87,59,904
20,FV,70.0,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,892,1470,GasA,Ex,Y,SBrkr,0,1478,2,1,Gd,7,Typ,1,Attchd,2009.0,Fin,2,TA,TA,Y,0,0,6,2010,New,Partial,222000.0,144,2106,3.5,6.0,1,1,10346
50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,840,GasA,Gd,N,SBrkr,0,1605,3,2,TA,8,Typ,0,Detchd,1915.0,Unf,1,TA,TA,Y,0,0,5,2010,WD,Normal,107400.0,202,2186,2.0,4.5,95,60,2520
60,RL,68.0,9179,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,240,873,GasA,Ex,Y,SBrkr,0,1790,3,1,Gd,7,Typ,0,Attchd,1999.0,RFn,2,TA,TA,Y,0,0,6,2008,WD,Abnorml,193000.0,88,2466,3.5,6.0,9,9,6174
60,RL,70.0,10304,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,399,780,GasA,Ex,Y,SBrkr,0,1868,4,1,Gd,9,Typ,1,Attchd,1976.0,Unf,2,TA,TA,Y,0,0,10,2009,WD,Normal,197500.0,544,2896,3.5,6.0,33,33,5440
160,RM,21.0,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,285.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,316,672,GasA,TA,Y,SBrkr,0,1218,3,1,TA,7,Typ,0,Detchd,1973.0,Unf,1,TA,TA,Y,0,0,5,2007,WD,Normal,113000.0,172,1654,1.5,5.5,34,34,4032
20,RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,442,2078,GasA,Ex,Y,SBrkr,0,2084,2,1,Ex,7,Typ,1,Attchd,2007.0,Fin,3,TA,TA,Y,0,0,6,2008,New,Partial,385000.0,233,3537,3.0,7.5,1,0,20840
160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,289,855,GasA,TA,Y,SBrkr,0,1456,3,1,TA,7,Typ,1,Attchd,1976.0,Unf,2,TA,TA,Y,0,0,7,2009,WD,Normal,148500.0,87,1983,2.5,6.0,33,33,5130
20,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,LwQ,136,1256,GasA,Gd,Y,SBrkr,0,1256,3,1,TA,6,Typ,0,Attchd,1965.0,Fin,1,TA,TA,Y,0,0,6,2008,WD,Normal,147500.0,804,2336,2.5,5.5,43,43,6280
60,RL,70.0,7861,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,326,783,GasA,Ex,Y,SBrkr,0,1509,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,2,TA,TA,Y,0,0,6,2006,WD,Normal,183200.0,175,2077,3.5,5.5,4,3,4842
70,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,104,1028,GasA,Ex,Y,SBrkr,0,2320,3,1,Gd,9,Typ,1,Detchd,1945.0,Unf,1,TA,TA,Y,0,0,7,2007,WD,Normal,259500.0,224,2724,3.5,7.0,62,5,8616
50,RM,50.0,9000,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,780,780,GasA,TA,Y,SBrkr,0,1375,3,1,Gd,6,Typ,1,Detchd,1979.0,Unf,1,TA,TA,P,0,0,12,2007,WD,Normal,141000.0,288,2207,1.5,6.0,70,57,4680
190,RL,75.0,10382,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,Hip,CompShg,HdBoard,HdBoard,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,Unf,75,588,GasA,TA,Y,SBrkr,0,1095,2,1,TA,6,Typ,0,Attchd,1958.0,RFn,1,TA,TA,Y,0,0,3,2006,ConLD,Normal,140000.0,0,1359,2.0,5.5,48,48,6570
90,RL,67.0,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,188,1272,GasA,Gd,Y,SBrkr,0,2200,4,2,TA,9,Typ,0,None,,None,0,None,None,N,0,0,9,2008,WD,Normal,145900.0,70,2270,5.0,6.0,108,5,6360
20,RL,88.0,12803,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,572,1494,GasA,Ex,Y,SBrkr,0,1494,3,1,Gd,6,Typ,1,Attchd,2002.0,RFn,2,TA,TA,Y,0,0,9,2008,WD,Normal,221000.0,228,2252,3.0,6.0,6,6,10458
50,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,HdBoard,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,560,560,GasA,Gd,N,SBrkr,0,1346,2,1,TA,6,Min2,0,Detchd,1950.0,Unf,1,Fa,TA,Y,0,0,5,2007,WD,Normal,112000.0,192,1922,1.5,5.5,97,7,3184
20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,402,990,GasA,Ex,Y,SBrkr,0,990,3,1,TA,5,Typ,0,None,,None,0,None,None,Y,0,0,8,2007,WD,Normal,123600.0,0,990,2.0,4.5,13,12,3960
20,RL,90.0,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,418,833,GasA,Ex,Y,SBrkr,0,833,2,1,Gd,4,Typ,0,Detchd,1955.0,Unf,1,TA,TA,Y,0,0,8,2006,WD,Normal,117000.0,0,1159,1.0,6.0,52,6,4165
60,RL,88.0,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,245.0,Gd,TA,PConc,Gd,Gd,Gd,Unf,Unf,1094,1094,GasA,Ex,Y,SBrkr,0,2482,4,1,Gd,9,Typ,1,BuiltIn,2005.0,Fin,3,TA,TA,Y,0,0,2,2007,WD,Normal,281213.0,183,3307,2.5,6.5,2,1,9064
60,RL,80.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1030,1030,GasA,Gd,Y,SBrkr,0,2098,3,1,Ex,8,Typ,1,Attchd,2005.0,RFn,3,TA,TA,Y,0,0,3,2006,WD,Normal,275500.0,244,3220,2.5,6.5,1,1,8304
20,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,89.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,414,864,GasA,Ex,Y,SBrkr,0,899,3,1,Gd,5,Typ,0,Attchd,1967.0,Fin,1,TA,TA,Y,0,0,6,2009,WD,Normal,130000.0,64,1251,1.0,6.0,42,5,4495
60,RL,85.0,11924,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,WdShing,Wd Shng,286.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,177,1175,GasA,Ex,Y,SBrkr,0,2324,4,1,Ex,11,Typ,2,BuiltIn,2005.0,Fin,3,TA,TA,Y,0,0,7,2006,New,Partial,345000.0,168,3228,4.0,7.0,1,0,10638
20,RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,117,894,GasA,TA,Y,SBrkr,0,894,2,1,TA,6,Typ,0,Detchd,1985.0,RFn,2,TA,TA,Y,0,0,9,2009,WD,Normal,123000.0,215,1709,1.0,5.0,37,37,4470
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1145,1575,GasA,Gd,Y,SBrkr,0,1575,2,1,Gd,5,Typ,0,Attchd,1992.0,RFn,2,TA,TA,Y,0,0,7,2007,WD,Normal,179200.0,52,2156,3.0,5.5,15,15,9450
120,RM,70.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,151,848,GasA,Ex,Y,SBrkr,0,848,1,1,Gd,3,Typ,1,Attchd,2004.0,RFn,2,TA,TA,Y,0,0,5,2008,WD,Normal,141000.0,149,1417,2.0,5.5,4,4,5088
75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,815,815,GasA,Ex,Y,SBrkr,0,1690,3,1,TA,7,Typ,1,Detchd,1916.0,Unf,1,TA,TA,Y,0,0,7,2006,ConLw,Normal,144000.0,330,2245,1.0,6.5,90,56,5705
160,RM,41.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,36,757,GasA,Ex,Y,SBrkr,0,1475,4,1,TA,6,Typ,1,Attchd,1977.0,RFn,1,TA,TA,Y,0,0,7,2006,WD,Normal,127000.0,130,1941,2.0,5.5,29,29,4625
120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1342,1362,GasA,Ex,Y,SBrkr,0,1362,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2,TA,TA,Y,0,0,6,2007,WD,Normal,194700.0,220,2042,2.0,5.5,2,1,8172
120,RL,70.0,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273,1273,GasA,Ex,Y,SBrkr,0,1456,2,1,Gd,7,Typ,1,Attchd,2003.0,Fin,2,TA,TA,Y,0,0,5,2006,WD,Normal,215000.0,163,2019,2.0,6.5,3,3,11648
60,RL,71.0,7056,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,415.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,380,780,GasA,TA,Y,SBrkr,0,1796,4,1,TA,8,Typ,1,Attchd,1963.0,RFn,2,TA,TA,Y,0,0,10,2008,WD,Normal,140000.0,50,2329,2.5,5.5,45,45,5898
50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,702,702,GasA,Gd,Y,SBrkr,0,1472,3,1,Gd,6,Typ,0,Detchd,1925.0,Unf,1,TA,Fa,P,0,0,7,2007,WD,Normal,125000.0,84,1806,1.0,6.5,82,13,4210
20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,270,1604,GasA,Ex,Y,SBrkr,0,1604,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,2,TA,TA,Y,0,0,3,2009,WD,Abnorml,220000.0,233,2497,3.5,6.0,3,3,11228
80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,161,992,GasA,Gd,Y,SBrkr,0,1661,3,1,Gd,8,Typ,1,BuiltIn,1955.0,RFn,1,TA,TA,Y,0,0,10,2008,WD,Normal,165500.0,206,2244,2.0,6.0,53,12,9966
180,RM,21.0,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,121,630,GasA,TA,Y,SBrkr,0,630,1,1,TA,3,Typ,0,Attchd,1970.0,Unf,1,TA,TA,Y,0,0,4,2009,WD,Normal,80000.0,0,916,2.0,4.0,39,39,2520
20,RL,94.0,12220,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,Unf,570,2006,GasA,Ex,Y,SBrkr,0,2020,3,1,Ex,9,Typ,1,Attchd,2009.0,Fin,3,TA,TA,Y,0,0,9,2009,New,Partial,402861.0,210,3130,3.5,7.5,0,0,20200
60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,167,810,GasA,Ex,Y,SBrkr,0,1665,3,1,Gd,6,Typ,0,Attchd,2001.0,Fin,2,TA,TA,Y,0,0,11,2009,WD,Normal,227000.0,45,2238,3.5,7.0,8,8,6480
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1836,1860,GasA,Ex,Y,SBrkr,0,1836,3,1,Gd,8,Typ,1,Attchd,2004.0,Fin,2,TA,TA,Y,0,0,10,2006,WD,Normal,216837.0,153,2473,2.0,6.0,2,1,12852
70,RM,60.0,6600,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Stone,TA,TA,No,Unf,Unf,994,994,GasA,TA,N,SBrkr,0,2372,4,2,TA,11,Min2,0,Attchd,1985.0,RFn,1,TA,TA,Y,0,0,12,2009,WD,Normal,107500.0,287,3091,2.0,4.5,117,44,6890
30,RM,60.0,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,740,1145,GasA,TA,Y,SBrkr,0,1301,2,1,Fa,5,Min1,0,Detchd,1965.0,Unf,2,TA,TA,Y,0,0,10,2009,WD,Normal,100000.0,0,1741,1.0,5.0,85,59,6505
20,RL,74.0,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1240,1240,GasA,Ex,Y,SBrkr,0,1240,2,1,Gd,5,Typ,0,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,5,2007,WD,Normal,194000.0,233,2299,2.0,6.0,1,1,8680
20,RL,90.0,11988,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,467,1244,GasA,Ex,Y,FuseA,0,1244,3,1,TA,6,Typ,2,Attchd,1957.0,Unf,1,TA,TA,Y,0,0,5,2007,WD,Normal,150000.0,40,1620,1.5,6.0,50,50,7464
20,RL,75.0,9742,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,281.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1777,1777,GasA,Ex,Y,SBrkr,0,1795,3,1,Gd,7,Typ,1,Attchd,2002.0,RFn,2,TA,TA,Y,0,0,9,2008,WD,Normal,230000.0,330,2659,2.0,6.5,6,6,14360
20,RL,70.0,9248,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,106.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,598,1158,GasA,Gd,Y,SBrkr,0,1167,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2,TA,TA,Y,0,0,7,2009,WD,Normal,173000.0,146,1713,3.0,6.0,17,17,7002
20,RL,78.0,9262,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,194.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1573,1573,GasA,Ex,Y,SBrkr,0,1578,3,1,Ex,7,Typ,1,Attchd,2008.0,Fin,3,TA,TA,Y,0,0,5,2009,New,Partial,287090.0,36,2454,2.0,6.5,1,0,12624
60,RL,85.0,14191,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,967,967,GasA,Ex,Y,SBrkr,0,1908,4,1,Gd,9,Typ,0,Attchd,2002.0,Fin,2,TA,TA,Y,0,0,4,2010,WD,Normal,202900.0,135,2474,2.5,6.5,8,8,7944
50,RM,60.0,5586,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,901,901,GasA,Gd,Y,SBrkr,0,1198,4,1,TA,7,Typ,0,None,,None,0,None,None,N,0,0,9,2008,ConLD,Abnorml,79900.0,98,1296,1.0,6.5,88,10,6528
20,RL,110.0,14977,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,626,1976,GasA,Ex,Y,SBrkr,0,1976,2,1,Gd,7,Typ,1,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,7,2007,New,Partial,440000.0,313,3197,3.0,6.5,1,0,15808
70,RM,57.0,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,686,686,GasA,Fa,N,SBrkr,0,1328,3,1,TA,8,Typ,0,Detchd,1940.0,Unf,1,TA,TA,Y,0,0,9,2006,WD,Family,107000.0,232,1770,1.0,4.0,81,56,3240
20,RL,70.0,9286,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,1072,1268,GasA,TA,Y,SBrkr,0,1268,3,1,Gd,5,Typ,0,Detchd,1978.0,Unf,1,TA,TA,Y,0,0,10,2009,WD,Normal,143500.0,173,1693,1.5,6.0,32,20,6340
160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625,625,GasA,Ex,Y,SBrkr,0,1250,2,1,Gd,5,Typ,0,Detchd,2006.0,Fin,2,TA,TA,Y,0,0,3,2008,WD,Normal,171900.0,54,1929,2.5,6.0,2,1,4375
90,RL,75.0,9825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Hip,CompShg,AsphShn,AsphShn,0.0,TA,TA,CBlock,None,None,None,None,None,0,0,GasA,TA,N,SBrkr,0,1664,4,2,TA,8,Typ,0,None,,None,0,None,None,Y,0,0,5,2010,WD,Normal,100000.0,0,1664,2.0,5.0,45,45,8320
60,RL,90.0,11700,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,420.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,304,708,GasA,Gd,Y,SBrkr,0,1416,3,1,TA,7,Typ,1,Attchd,1968.0,RFn,2,TA,TA,Y,0,0,5,2006,WD,Normal,179900.0,288,2480,2.5,6.0,38,38,4248
190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,168,1214,GasW,Ex,N,SBrkr,0,2291,4,2,TA,9,Typ,1,Detchd,1900.0,Unf,2,TA,TA,Y,0,0,11,2007,WD,Normal,133900.0,99,2896,2.5,6.0,97,9,7560
20,RL,43.0,12118,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,1710,1710,GasA,Ex,Y,SBrkr,0,1710,3,1,Gd,7,Typ,1,Attchd,2004.0,Fin,2,TA,TA,Y,0,0,4,2009,WD,Normal,240000.0,328,2588,2.0,6.0,5,4,11970
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,0,616,GasA,Gd,Y,SBrkr,0,616,2,1,TA,4,Typ,0,Detchd,1921.0,Unf,1,TA,TA,Y,0,0,6,2006,WD,Normal,89000.0,129,950,1.0,6.0,85,56,3080
20,RL,70.0,10659,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,135,1050,GasA,TA,Y,SBrkr,0,1050,3,1,TA,6,Typ,0,Attchd,1961.0,Unf,1,TA,TA,Y,0,0,1,2006,COD,Normal,136500.0,319,1737,2.0,5.5,45,45,5250
20,RL,70.0,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Flat,CompShg,BrkFace,Plywood,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,ALQ,93,1602,GasA,Gd,Y,SBrkr,0,1252,1,1,TA,4,Typ,1,Attchd,1960.0,RFn,2,TA,TA,Y,0,0,3,2008,WD,Normal,235000.0,409,2225,2.0,6.5,48,33,7512
20,RL,60.0,8072,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,Unf,244,990,GasA,Ex,Y,SBrkr,0,990,3,1,TA,5,Typ,0,Detchd,2000.0,Unf,2,TA,TA,Y,0,0,5,2009,WD,Normal,138000.0,64,1534,2.0,5.0,15,14,4950
